ticket_id,person_id,date,arrival_period,window_id,business_code,appointment,wait_minutes,service_minutes,abandoned,completed_same_day,wait_unit,export_revision
T03787,P2656,2026-04-14,下午,B1,basic,0,3.02,5.23,0,1,minute,1
T03788,P0293,2026-04-14,下午,B2,case,0,13.77,17.44,0,1,minute,1
T03789,P0094,2026-04-14,下午,B1,basic,1,3.48,13.28,0,1,minute,1
T03790,P1842,2026-04-14,上午,B2,basic,0,62.47,10.51,0,1,minute,1
T03791,P2059,2026-04-14,下午,B1,basic,0,3.39,2.25,0,1,minute,1
T03792,P1602,2026-04-14,上午,B2,basic,0,5.92,5.73,0,1,minute,1
T03792,P1602,2026-04-14,上午,B2,basic,0,5.33,5.73,0,1,minute,2
T03793,P0741,2026-04-14,下午,B1,basic,1,5.67,5.69,0,1,minute,1
T03794,P0253,2026-04-14,上午,B2,basic,0,8.5,7.91,0,1,minute,1
T03795,P2572,2026-04-14,上午,B1,basic,1,86.96,8.12,0,1,minute,1
T03796,P1908,2026-04-14,上午,B2,case,1,31.22,20.56,0,0,minute,1
T03797,P1414,2026-04-14,下午,B1,basic,1,1.54,5.01,0,1,minute,1
T03798,P2457,2026-04-14,下午,B2,basic,1,2.97,4.42,0,1,minute,1
T03799,P0499,2026-04-14,下午,B1,case,0,4.14,4.47,0,0,minute,1
T03800,P1198,2026-04-14,下午,UNKNOWN,basic,1,1.89,7.21,0,1,minute,1
T03801,P1832,2026-04-14,上午,C1,case,1,23.97,6.5,0,0,minute,1
T03802,P1789,2026-04-14,下午,C2,case,0,13.41,13.39,0,0,minute,1
T03803,P1255,2026-04-14,上午,C1,basic,1,5.86,9.16,0,1,minute,1
T03804,P2426,2026-04-14,下午,C2,basic,0,2454.0,,1,0,second,1
T03805,P1770,2026-04-14,上午,C1,case,0,38.19,,1,0,minute,1
T03806,P2569,2026-04-14,上午,C2,case,0,23.58,22.53,0,1,minute,1
T03807,P0721,2026-04-14,上午,C1,case,0,24.62,20.69,0,1,minute,1
T03808,P1944,2026-04-14,上午,C2,case,0,31.84,24.04,0,0,minute,1
T03809,P2418,2026-04-14,上午,C1,case,1,16.82,19.08,0,1,minute,1
T03810,P2174,2026-04-14,上午,C2,basic,0,21.5,14.98,0,1,minute,1
T03811,P0145,2026-04-14,上午,C1,case,1,23.57,3.41,0,1,minute,1
T03812,P1697,2026-04-14,上午,C2,case,0,71.8,,1,0,minute,1
T03813,P2461,2026-04-14,下午,C1,basic,0,14.75,11.44,0,1,minute,1
T03814,P1665,2026-04-14,下午,C2,basic,1,3.01,11.42,0,1,minute,1
T03815,P2171,2026-04-14,下午,C1,case,0,16.56,17.04,0,1,minute,1
T03816,P1273,2026-04-14,上午,C2,basic,0,15.3,3.99,0,0,minute,1
T03817,P1589,2026-04-14,下午,C1,basic,1,3.66,3.09,0,1,minute,1
T03818,P0737,2026-04-14,上午,C2,case,0,12.14,14.54,0,1,minute,1
T03818,P0737,2026-04-14,上午,C2,case,0,12.14,14.54,0,1,minute,1
T03819,P2221,2026-04-14,上午,C1,case,0,54.54,21.54,0,1,minute,1
T03820,P2609,2026-04-14,上午,C2,case,0,16.45,13.16,0,1,minute,1
T03821,P2569,2026-04-14,上午,C1,basic,1,5.5,4.45,0,1,minute,1
T03822,P1149,2026-04-14,上午,C2,case,0,103.68,30.51,0,0,minute,1
T03823,P1274,2026-04-14,上午,C1,case,0,31.77,2.79,0,0,minute,1
T03824,P1842,2026-04-14,上午,C2,basic,1,5.11,7.88,0,1,minute,1
T03825,P2158,2026-04-14,上午,C1,basic,0,5.96,2.98,0,1,minute,1
T03826,P1144,2026-04-14,上午,C2,case,0,50.41,,1,0,minute,1
T03827,P1783,2026-04-14,上午,C1,case,0,9.34,15.67,0,1,minute,1
T03828,P0035,2026-04-14,上午,C2,case,0,4.49,63.47,0,0,minute,1
T03829,P0936,2026-04-14,上午,C1,case,1,14.27,16.1,0,0,minute,1
T03830,P0887,2026-04-14,下午,C2,case,1,17.23,7.76,0,1,minute,1
T03831,P1204,2026-04-14,上午,C1,basic,1,11.84,2.11,0,1,minute,1
T03832,P2103,2026-04-14,下午,C2,basic,0,999,7.14,0,1,minute,1
T03833,P0673,2026-04-14,下午,C1,case,1,1426.2,21.64,0,1,second,1
T03834,P1060,2026-04-14,上午,C2,case,1,59.68,33.27,0,1,minute,1
T03835,P0575,2026-04-14,上午,C1,case,0,26.98,,1,0,minute,1
T03836,P2295,2026-04-14,上午,C2,case,0,21.39,22.29,0,1,minute,1
T03837,P1618,2026-04-14,上午,C1,basic,1,2.49,5.77,0,1,minute,1
T03838,P2348,2026-04-14,上午,C2,basic,1,12.12,6.13,0,1,minute,1
T03839,P2327,2026-04-14,下午,C1,basic,1,3.11,5.28,0,1,minute,1
T03839,P2327,2026-04-14,下午,C1,basic,1,2.8,5.28,0,1,minute,2
T03840,P0146,2026-04-14,上午,C2,case,1,41.14,24.01,0,1,minute,1
T03841,P0752,2026-04-15,上午,A1,case,0,16.21,9.51,0,1,minute,1
T03842,P0463,2026-04-15,上午,A2,case,0,20.03,27.45,0,1,minute,1
T03843,P1145,2026-04-15,上午,A1,case,0,20.7,15.26,0,1,minute,1
T03844,P1247,2026-04-15,上午,A2,case,0,30.66,,1,0,minute,1
T03845,P1740,2026-04-15,上午,A1,case,0,14.72,7.63,0,1,minute,1
T03846,P1630,2026-04-15,上午,A2,case,0,17.01,13.27,0,1,minute,1
T03847,P2119,2026-04-15,下午,A1,case,0,8.63,32.43,0,1,minute,1
T03848,P2150,2026-04-15,上午,A2,basic,1,3.68,2.87,0,1,minute,1
T03849,P2193,2026-04-15,上午,A1,case,0,39.14,16.85,0,1,minute,1
T03849,P2193,2026-04-15,上午,A1,case,0,39.14,16.85,0,1,minute,1
T03850,P2655,2026-04-15,下午,A2,basic,0,7.62,6.43,0,1,minute,1
T03851,P0772,2026-04-15,下午,A1,case,0,8.51,16.3,0,1,minute,1
T03852,P1076,2026-04-15,上午,A2,case,0,17.77,22.01,0,1,minute,1
T03853,P1808,2026-04-15,上午,A1,case,0,22.29,20.3,0,1,minute,1
T03854,P0454,2026-04-15,下午,A2,case,0,35.14,,1,0,minute,1
T03855,P2700,2026-04-15,上午,A1,case,0,20.37,7.56,0,1,minute,1
T03856,P2688,2026-04-15,下午,A2,case,0,10.59,8.14,0,1,minute,1
T03857,P1858,2026-04-15,上午,A1,basic,1,1.82,4.12,0,1,minute,1
T03858,P1194,2026-04-15,下午,A2,case,0,14.02,18.7,0,1,minute,1
T03859,P2518,2026-04-15,上午,A1,case,0,12.42,16.99,0,0,minute,1
T03860,P2611,2026-04-15,上午,A2,case,0,40.44,,1,0,minute,1
T03861,P1799,2026-04-15,下午,A1,basic,0,5.52,2.88,0,1,minute,1
T03862,P1283,2026-04-15,下午,A2,case,1,427.8,7.65,0,1,second,1
T03863,P1110,2026-04-15,上午,A1,case,0,41.1,,1,0,minute,1
T03864,P0802,2026-04-15,下午,A2,case,0,13.26,23.78,0,0,minute,1
T03865,P2099,2026-04-15,上午,A1,case,0,6.27,18.47,0,0,minute,1
T03866,P0397,2026-04-15,上午,A2,case,1,11.0,19.82,0,1,minute,1
T03867,P1309,2026-04-15,下午,A1,basic,1,5.67,11.52,0,1,minute,1
T03868,P2610,2026-04-15,上午,A2,basic,0,5.79,3.81,0,1,minute,1
T03869,P0583,2026-04-15,上午,A1,case,0,17.8,45.7,0,1,minute,1
T03870,P1752,2026-04-15,下午,A2,,0,28.19,,1,0,minute,1
T03871,P1957,2026-04-15,下午,A1,case,1,3.64,8.77,0,1,minute,1
T03872,P0809,2026-04-15,上午,A2,case,0,39.78,9.33,0,0,minute,1
T03873,P2567,2026-04-15,下午,A1,case,0,14.58,6.17,0,1,minute,1
T03874,P1116,2026-04-15,上午,A2,case,0,19.21,15.69,0,1,minute,1
T03875,P2666,2026-04-15,下午,A1,case,0,15.78,18.6,0,1,minute,1
T03876,P0444,2026-04-15,下午,A2,case,0,17.08,25.78,0,1,minute,1
T03877,P2015,2026-04-15,上午,A1,basic,1,5.51,9.56,0,1,minute,1
T03878,P1243,2026-04-15,上午,A2,case,1,15.61,12.54,0,0,minute,1
T03879,P1495,2026-04-15,下午,A1,case,1,6.37,9.7,0,1,minute,1
T03880,P2204,2026-04-15,下午,A2,case,0,15.7,2.21,0,1,minute,1
T03880,P2204,2026-04-15,下午,A2,case,0,15.7,2.21,0,1,minute,1
T03881,P1870,2026-04-15,上午,B1,basic,1,7.19,10.89,0,1,minute,1
T03882,P2550,2026-04-15,上午,B2,case,0,38.2,12.1,0,1,minute,1
T03883,P1072,2026-04-15,下午,B1,basic,1,4.22,13.48,0,1,minute,1
T03884,P1833,2026-04-15,上午,B2,case,1,23.8,31.38,0,1,minute,1
T03885,P2135,2026-04-15,上午,B1,basic,0,12.59,5.51,0,0,minute,1
T03886,P2180,2026-04-15,上午,B2,basic,0,9.1,3.87,0,1,minute,1
T03886,P2180,2026-04-15,上午,B2,basic,0,8.19,3.87,0,1,minute,2
T03887,P1583,2026-04-15,上午,B1,basic,0,20.74,3.45,0,1,minute,1
T03888,P0463,2026-04-15,下午,B2,basic,0,42.78,5.5,0,0,minute,1
T03889,P2645,2026-04-15,下午,B1,basic,0,14.17,10.13,0,1,minute,1
T03890,P1988,2026-04-15,上午,B2,basic,0,8.37,3.44,0,1,minute,1
T03891,P0666,2026-04-15,上午,B1,basic,0,709.8,12.16,0,1,second,1
T03892,P2150,2026-04-15,上午,B2,basic,0,6.8,5.33,0,1,minute,1
T03893,P2104,2026-04-15,下午,B1,basic,0,17.63,4.2,0,1,minute,1
T03894,P0567,2026-04-15,下午,B2,basic,0,13.6,10.26,0,1,minute,1
T03895,P2043,2026-04-15,下午,B1,basic,0,2.01,7.31,0,1,minute,1
T03896,P0072,2026-04-15,下午,B2,case,0,18.24,8.54,0,1,minute,1
T03897,P0817,2026-04-15,上午,B1,basic,1,16.04,16.32,0,1,minute,1
T03898,P1642,2026-04-15,下午,B2,basic,0,7.33,8.62,0,0,minute,1
T03899,P1742,2026-04-15,上午,B1,basic,1,5.37,15.11,0,1,minute,1
T03900,P1535,2026-04-15,上午,B2,basic,1,3.57,12.09,0,0,minute,1
T03901,P2406,2026-04-15,上午,B1,basic,0,9.24,4.92,0,1,minute,1
T03902,P1365,2026-04-15,下午,B2,basic,0,5.97,3.89,0,1,minute,1
T03903,P2623,2026-04-15,下午,B1,basic,1,7.57,15.48,0,1,minute,1
T03904,P1673,2026-04-15,下午,B2,case,0,20.7,6.04,0,0,minute,1
T03905,P0748,2026-04-15,上午,B1,basic,1,11.53,16.43,0,1,minute,1
T03906,P2622,2026-04-15,上午,B2,case,0,28.46,16.13,0,1,minute,1
T03907,P0136,2026-04-15,上午,B1,case,0,27.39,,1,0,minute,1
T03908,P2047,2026-04-15,上午,B2,basic,0,7.43,9.52,0,1,minute,1
T03909,P1774,2026-04-15,下午,B1,basic,1,4.26,10.99,0,1,minute,1
T03910,P2349,2026-04-15,下午,B2,basic,0,9.95,7.61,0,1,minute,1
T03911,P1120,2026-04-15,下午,B1,basic,0,14.75,6.53,0,1,minute,1
