record_id,date,device_id,risk_score,failure_within_24h
2026-05-04-D077,2026-05-04,D077,73.8,0
2026-05-04-D078,2026-05-04,D078,76.1,1
2026-05-04-D079,2026-05-04,D079,9.1,0
2026-05-04-D080,2026-05-04,D080,9.9,0
2026-05-04-D081,2026-05-04,D081,8.2,0
2026-05-04-D082,2026-05-04,D082,41.8,0
2026-05-04-D083,2026-05-04,D083,52.8,1
2026-05-04-D084,2026-05-04,D084,37.2,1
2026-05-04-D085,2026-05-04,D085,57.6,0
2026-05-04-D086,2026-05-04,D086,30.1,0
2026-05-04-D087,2026-05-04,D087,38.5,0
2026-05-04-D088,2026-05-04,D088,58.5,0
2026-05-04-D089,2026-05-04,D089,28.6,0
2026-05-04-D090,2026-05-04,D090,50.0,1
2026-05-05-D001,2026-05-05,D001,24.1,0
2026-05-05-D002,2026-05-05,D002,8.0,0
2026-05-05-D003,2026-05-05,D003,27.4,0
2026-05-05-D004,2026-05-05,D004,18.7,0
2026-05-05-D005,2026-05-05,D005,19.4,0
2026-05-05-D006,2026-05-05,D006,29.3,0
2026-05-05-D007,2026-05-05,D007,58.2,0
2026-05-05-D008,2026-05-05,D008,90.8,1
2026-05-05-D009,2026-05-05,D009,31.6,0
2026-05-05-D010,2026-05-05,D010,36.2,0
2026-05-05-D011,2026-05-05,D011,22.6,0
2026-05-05-D012,2026-05-05,D012,40.5,1
2026-05-05-D013,2026-05-05,D013,23.6,0
2026-05-05-D014,2026-05-05,D014,20.3,0
2026-05-05-D015,2026-05-05,D015,9.4,0
2026-05-05-D016,2026-05-05,D016,25.0,0
2026-05-05-D017,2026-05-05,D017,73.6,0
2026-05-05-D018,2026-05-05,D018,41.9,0
2026-05-05-D019,2026-05-05,D019,60.6,0
2026-05-05-D020,2026-05-05,D020,35.2,1
2026-05-05-D021,2026-05-05,D021,45.7,0
2026-05-05-D022,2026-05-05,D022,42.0,0
2026-05-05-D023,2026-05-05,D023,26.0,0
2026-05-05-D024,2026-05-05,D024,35.0,1
2026-05-05-D025,2026-05-05,D025,37.7,0
2026-05-05-D026,2026-05-05,D026,42.5,0
2026-05-05-D027,2026-05-05,D027,52.3,0
2026-05-05-D028,2026-05-05,D028,32.5,0
2026-05-05-D029,2026-05-05,D029,41.2,0
2026-05-05-D030,2026-05-05,D030,4.3,0
2026-05-05-D031,2026-05-05,D031,79.8,1
2026-05-05-D032,2026-05-05,D032,39.3,0
2026-05-05-D033,2026-05-05,D033,63.5,0
2026-05-05-D034,2026-05-05,D034,45.2,0
2026-05-05-D035,2026-05-05,D035,46.3,0
2026-05-05-D036,2026-05-05,D036,55.4,0
2026-05-05-D037,2026-05-05,D037,50.2,0
2026-05-05-D038,2026-05-05,D038,34.9,0
2026-05-05-D039,2026-05-05,D039,37.0,0
2026-05-05-D040,2026-05-05,D040,42.3,0
2026-05-05-D041,2026-05-05,D041,23.0,0
2026-05-05-D042,2026-05-05,D042,76.9,1
2026-05-05-D043,2026-05-05,D043,18.0,0
2026-05-05-D044,2026-05-05,D044,30.7,0
2026-05-05-D045,2026-05-05,D045,80.9,1
2026-05-05-D046,2026-05-05,D046,28.6,0
2026-05-05-D047,2026-05-05,D047,21.9,0
2026-05-05-D048,2026-05-05,D048,20.8,0
2026-05-05-D049,2026-05-05,D049,43.6,0
2026-05-05-D050,2026-05-05,D050,68.9,0
2026-05-05-D051,2026-05-05,D051,66.4,1
2026-05-05-D052,2026-05-05,D052,29.9,0
2026-05-05-D053,2026-05-05,D053,83.3,1
2026-05-05-D054,2026-05-05,D054,49.5,1
2026-05-05-D055,2026-05-05,D055,57.6,1
2026-05-05-D056,2026-05-05,D056,32.9,0
2026-05-05-D057,2026-05-05,D057,19.7,0
2026-05-05-D058,2026-05-05,D058,46.1,0
2026-05-05-D059,2026-05-05,D059,44.0,1
2026-05-05-D060,2026-05-05,D060,2.8,0
2026-05-05-D061,2026-05-05,D061,50.8,0
2026-05-05-D062,2026-05-05,D062,24.6,0
2026-05-05-D063,2026-05-05,D063,44.7,0
2026-05-05-D064,2026-05-05,D064,13.5,0
2026-05-05-D065,2026-05-05,D065,61.8,1
2026-05-05-D066,2026-05-05,D066,24.9,0
2026-05-05-D067,2026-05-05,D067,68.9,1
2026-05-05-D068,2026-05-05,D068,46.5,0
2026-05-05-D069,2026-05-05,D069,0,0
2026-05-05-D070,2026-05-05,D070,73.4,0
2026-05-05-D071,2026-05-05,D071,25.1,1
2026-05-05-D072,2026-05-05,D072,64.8,0
2026-05-05-D073,2026-05-05,D073,14.4,0
2026-05-05-D074,2026-05-05,D074,14.0,0
2026-05-05-D075,2026-05-05,D075,57.4,1
2026-05-05-D076,2026-05-05,D076,81.9,0
2026-05-05-D077,2026-05-05,D077,12.1,0
2026-05-05-D078,2026-05-05,D078,40.2,1
2026-05-05-D079,2026-05-05,D079,16.7,0
2026-05-05-D080,2026-05-05,D080,49.5,0
2026-05-05-D081,2026-05-05,D081,13.6,0
2026-05-05-D082,2026-05-05,D082,43.1,0
2026-05-05-D083,2026-05-05,D083,16.1,0
2026-05-05-D084,2026-05-05,D084,45.5,0
2026-05-05-D085,2026-05-05,D085,62.3,0
2026-05-05-D086,2026-05-05,D086,5.0,0
2026-05-05-D087,2026-05-05,D087,62.3,1
2026-05-05-D088,2026-05-05,D088,17.5,0
2026-05-05-D089,2026-05-05,D089,64.8,0
2026-05-05-D090,2026-05-05,D090,39.3,1
2026-05-06-D001,2026-05-06,D001,32.4,0
2026-05-06-D002,2026-05-06,D002,22.2,0
2026-05-06-D003,2026-05-06,D003,16.3,0
2026-05-06-D004,2026-05-06,D004,13.0,0
2026-05-06-D005,2026-05-06,D005,23.6,0
2026-05-06-D006,2026-05-06,D006,53.7,0
2026-05-06-D007,2026-05-06,D007,46.4,0
2026-05-06-D008,2026-05-06,D008,36.8,0
2026-05-06-D009,2026-05-06,D009,46.8,1
2026-05-06-D010,2026-05-06,D010,36.4,0
2026-05-06-D011,2026-05-06,D011,60.1,0
2026-05-06-D012,2026-05-06,D012,32.7,0
2026-05-06-D013,2026-05-06,D013,23.4,0
2026-05-06-D014,2026-05-06,D014,79.4,0
2026-05-06-D015,2026-05-06,D015,23.2,0
2026-05-06-D016,2026-05-06,D016,33.6,0
2026-05-06-D017,2026-05-06,D017,42.8,0
2026-05-06-D018,2026-05-06,D018,16.5,0
2026-05-06-D019,2026-05-06,D019,28.1,0
2026-05-06-D020,2026-05-06,D020,25.3,0
2026-05-06-D021,2026-05-06,D021,26.3,0
2026-05-06-D022,2026-05-06,D022,30.0,0
2026-05-06-D023,2026-05-06,D023,53.5,0
2026-05-06-D024,2026-05-06,D024,13.2,0
2026-05-06-D025,2026-05-06,D025,16.3,0
2026-05-06-D026,2026-05-06,D026,36.1,0
2026-05-06-D027,2026-05-06,D027,14.5,0
2026-05-06-D028,2026-05-06,D028,23.4,0
2026-05-06-D029,2026-05-06,D029,54.2,0
2026-05-06-D030,2026-05-06,D030,35.5,0
2026-05-06-D031,2026-05-06,D031,29.8,0
2026-05-06-D032,2026-05-06,D032,51.1,1
2026-05-06-D033,2026-05-06,D033,0,0
2026-05-06-D034,2026-05-06,D034,14.9,0
2026-05-06-D035,2026-05-06,D035,14.3,0
2026-05-06-D036,2026-05-06,D036,3.5,0
2026-05-06-D037,2026-05-06,D037,64.7,0
2026-05-06-D038,2026-05-06,D038,38.4,0
2026-05-06-D039,2026-05-06,D039,61.8,0
2026-05-06-D040,2026-05-06,D040,61.7,0
2026-05-06-D041,2026-05-06,D041,38.7,0
2026-05-06-D042,2026-05-06,D042,11.9,0
2026-05-06-D043,2026-05-06,D043,81.4,0
2026-05-06-D044,2026-05-06,D044,14.3,0
2026-05-06-D045,2026-05-06,D045,38.6,0
2026-05-06-D046,2026-05-06,D046,61.8,1
2026-05-06-D047,2026-05-06,D047,47.7,0
2026-05-06-D048,2026-05-06,D048,22.0,0
2026-05-06-D049,2026-05-06,D049,27.2,0
2026-05-06-D050,2026-05-06,D050,80.6,0
2026-05-06-D051,2026-05-06,D051,17.4,0
2026-05-06-D052,2026-05-06,D052,50.4,0
2026-05-06-D053,2026-05-06,D053,30.6,0
2026-05-06-D054,2026-05-06,D054,19.7,0
2026-05-06-D055,2026-05-06,D055,27.1,0
2026-05-06-D056,2026-05-06,D056,38.0,0
2026-05-06-D057,2026-05-06,D057,56.2,0
2026-05-06-D058,2026-05-06,D058,57.3,0
2026-05-06-D059,2026-05-06,D059,35.7,0
2026-05-06-D060,2026-05-06,D060,34.6,1
2026-05-06-D061,2026-05-06,D061,38.1,0
2026-05-06-D062,2026-05-06,D062,50.0,0
2026-05-06-D063,2026-05-06,D063,19.1,0
2026-05-06-D064,2026-05-06,D064,44.4,0
2026-05-06-D065,2026-05-06,D065,20.5,0
2026-05-06-D066,2026-05-06,D066,60.9,0
2026-05-06-D067,2026-05-06,D067,23.7,0
2026-05-06-D068,2026-05-06,D068,5.2,0
2026-05-06-D069,2026-05-06,D069,70.0,1
2026-05-06-D070,2026-05-06,D070,37.4,0
2026-05-06-D071,2026-05-06,D071,76.7,1
2026-05-06-D072,2026-05-06,D072,53.3,1
2026-05-06-D073,2026-05-06,D073,45.8,0
2026-05-06-D074,2026-05-06,D074,38.3,0
2026-05-06-D075,2026-05-06,D075,29.8,0
2026-05-06-D076,2026-05-06,D076,12.9,0
2026-05-06-D077,2026-05-06,D077,39.8,1
2026-05-06-D078,2026-05-06,D078,67.3,1
2026-05-06-D079,2026-05-06,D079,13.8,0
2026-05-06-D080,2026-05-06,D080,54.4,0
2026-05-06-D081,2026-05-06,D081,0.8,0
2026-05-06-D082,2026-05-06,D082,48.2,0
2026-05-06-D083,2026-05-06,D083,43.1,0
2026-05-06-D084,2026-05-06,D084,25.9,0
2026-05-06-D085,2026-05-06,D085,70.5,0
2026-05-06-D086,2026-05-06,D086,29.5,0
2026-05-06-D087,2026-05-06,D087,23.1,0
2026-05-06-D088,2026-05-06,D088,58.1,0
2026-05-06-D089,2026-05-06,D089,75.3,0
2026-05-06-D090,2026-05-06,D090,22.7,0
2026-05-07-D001,2026-05-07,D001,11.7,0
2026-05-07-D002,2026-05-07,D002,61.7,1
2026-05-07-D003,2026-05-07,D003,25.8,0
2026-05-07-D004,2026-05-07,D004,71.3,0
2026-05-07-D005,2026-05-07,D005,44.3,0
2026-05-07-D006,2026-05-07,D006,20.9,0
2026-05-07-D007,2026-05-07,D007,40.4,0
2026-05-07-D008,2026-05-07,D008,14.8,0
2026-05-07-D009,2026-05-07,D009,43.6,1
2026-05-07-D010,2026-05-07,D010,26.4,0
2026-05-07-D011,2026-05-07,D011,20.6,0
2026-05-07-D012,2026-05-07,D012,19.7,0
2026-05-07-D013,2026-05-07,D013,23.5,0
2026-05-07-D014,2026-05-07,D014,35.8,0
2026-05-07-D015,2026-05-07,D015,15.3,0
2026-05-07-D016,2026-05-07,D016,16.0,0
2026-05-07-D017,2026-05-07,D017,53.9,1
2026-05-07-D018,2026-05-07,D018,50.3,1
2026-05-07-D019,2026-05-07,D019,36.4,0
2026-05-07-D020,2026-05-07,D020,13.8,0
2026-05-07-D021,2026-05-07,D021,43.3,0
2026-05-07-D022,2026-05-07,D022,31.5,0
2026-05-07-D023,2026-05-07,D023,60.3,0
2026-05-07-D024,2026-05-07,D024,34.0,0
2026-05-07-D025,2026-05-07,D025,85.3,0
2026-05-07-D026,2026-05-07,D026,68.9,0
2026-05-07-D027,2026-05-07,D027,28.8,0
2026-05-07-D028,2026-05-07,D028,46.0,0
2026-05-07-D029,2026-05-07,D029,40.1,0
2026-05-07-D030,2026-05-07,D030,44.5,0
2026-05-07-D031,2026-05-07,D031,39.4,0
2026-05-07-D032,2026-05-07,D032,16.7,0
2026-05-07-D033,2026-05-07,D033,42.7,1
2026-05-07-D034,2026-05-07,D034,77.1,0
2026-05-07-D035,2026-05-07,D035,36.0,0
2026-05-07-D036,2026-05-07,D036,69.2,1
2026-05-07-D037,2026-05-07,D037,31.8,0
2026-05-07-D038,2026-05-07,D038,68.7,1
2026-05-07-D039,2026-05-07,D039,6.3,0
2026-05-07-D040,2026-05-07,D040,7.1,0
2026-05-07-D041,2026-05-07,D041,24.2,0
2026-05-07-D042,2026-05-07,D042,28.2,0
2026-05-07-D043,2026-05-07,D043,76.9,0
2026-05-07-D044,2026-05-07,D044,12.4,0
2026-05-07-D045,2026-05-07,D045,70.2,0
2026-05-07-D046,2026-05-07,D046,28.7,0
2026-05-07-D047,2026-05-07,D047,59.0,0
2026-05-07-D048,2026-05-07,D048,21.9,0
2026-05-07-D049,2026-05-07,D049,28.3,0
2026-05-07-D050,2026-05-07,D050,18.0,0
2026-05-07-D051,2026-05-07,D051,29.1,0
2026-05-07-D052,2026-05-07,D052,22.0,0
2026-05-07-D053,2026-05-07,D053,27.2,0
2026-05-07-D054,2026-05-07,D054,39.4,0
2026-05-07-D055,2026-05-07,D055,42.2,0
2026-05-07-D056,2026-05-07,D056,70.4,1
2026-05-07-D057,2026-05-07,D057,54.4,0
2026-05-07-D058,2026-05-07,D058,83.0,0
2026-05-07-D059,2026-05-07,D059,7.7,0
2026-05-07-D060,2026-05-07,D060,42.6,0
2026-05-07-D061,2026-05-07,D061,20.3,0
2026-05-07-D062,2026-05-07,D062,52.8,1
2026-05-07-D063,2026-05-07,D063,18.8,0
2026-05-07-D064,2026-05-07,D064,23.2,0
2026-05-07-D065,2026-05-07,D065,53.4,0
2026-05-07-D066,2026-05-07,D066,17.2,0
2026-05-07-D067,2026-05-07,D067,53.1,0
2026-05-07-D068,2026-05-07,D068,24.5,0
2026-05-07-D069,2026-05-07,D069,13.3,0
2026-05-07-D070,2026-05-07,D070,79.4,0
2026-05-07-D071,2026-05-07,D071,34.1,0
2026-05-07-D072,2026-05-07,D072,18.7,0
2026-05-07-D073,2026-05-07,D073,53.3,0
2026-05-07-D074,2026-05-07,D074,68.5,0
2026-05-07-D075,2026-05-07,D075,45.8,1
2026-05-07-D076,2026-05-07,D076,29.4,0
2026-05-07-D077,2026-05-07,D077,58.8,0
2026-05-07-D078,2026-05-07,D078,60.2,0
2026-05-07-D079,2026-05-07,D079,43.8,0
2026-05-07-D080,2026-05-07,D080,27.8,0
2026-05-07-D081,2026-05-07,D081,83.4,1
2026-05-07-D082,2026-05-07,D082,10.0,0
2026-05-07-D083,2026-05-07,D083,36.3,0
2026-05-07-D084,2026-05-07,D084,31.0,0
2026-05-07-D085,2026-05-07,D085,52.1,0
2026-05-07-D086,2026-05-07,D086,31.6,0
2026-05-07-D087,2026-05-07,D087,40.4,0
2026-05-07-D088,2026-05-07,D088,46.0,0
2026-05-07-D089,2026-05-07,D089,79.4,0
2026-05-07-D090,2026-05-07,D090,0,0
2026-05-08-D001,2026-05-08,D001,63.5,0
2026-05-08-D002,2026-05-08,D002,74.5,0
2026-05-08-D003,2026-05-08,D003,56.4,0
2026-05-08-D004,2026-05-08,D004,33.6,0
2026-05-08-D005,2026-05-08,D005,41.8,0
2026-05-08-D006,2026-05-08,D006,69.6,0
2026-05-08-D007,2026-05-08,D007,57.1,0
2026-05-08-D008,2026-05-08,D008,33.7,0
2026-05-08-D009,2026-05-08,D009,18.1,0
2026-05-08-D010,2026-05-08,D010,11.1,0
2026-05-08-D011,2026-05-08,D011,39.5,0
2026-05-08-D012,2026-05-08,D012,20.9,0
2026-05-08-D013,2026-05-08,D013,27.5,0
2026-05-08-D014,2026-05-08,D014,15.4,0
2026-05-08-D015,2026-05-08,D015,17.3,0
2026-05-08-D016,2026-05-08,D016,17.0,0
2026-05-08-D017,2026-05-08,D017,12.7,0
2026-05-08-D018,2026-05-08,D018,48.6,0
2026-05-08-D019,2026-05-08,D019,63.2,0
2026-05-08-D020,2026-05-08,D020,48.3,1
2026-05-08-D021,2026-05-08,D021,25.0,0
2026-05-08-D022,2026-05-08,D022,17.1,0
2026-05-08-D023,2026-05-08,D023,59.6,0
2026-05-08-D024,2026-05-08,D024,63.2,0
2026-05-08-D025,2026-05-08,D025,59.2,0
2026-05-08-D026,2026-05-08,D026,24.5,0
2026-05-08-D027,2026-05-08,D027,23.7,0
2026-05-08-D028,2026-05-08,D028,39.0,0
2026-05-08-D029,2026-05-08,D029,26.3,0
2026-05-08-D030,2026-05-08,D030,43.1,0
2026-05-08-D031,2026-05-08,D031,48.5,0
2026-05-08-D032,2026-05-08,D032,30.7,0
2026-05-08-D033,2026-05-08,D033,57.2,1
2026-05-08-D034,2026-05-08,D034,14.5,0
2026-05-08-D035,2026-05-08,D035,42.3,0
2026-05-08-D036,2026-05-08,D036,33.3,0
2026-05-08-D037,2026-05-08,D037,10.8,0
2026-05-08-D038,2026-05-08,D038,45.6,0
2026-05-08-D039,2026-05-08,D039,20.8,0
2026-05-08-D040,2026-05-08,D040,55.5,0
2026-05-08-D041,2026-05-08,D041,73.7,0
2026-05-08-D042,2026-05-08,D042,37.0,0
2026-05-08-D043,2026-05-08,D043,51.1,0
2026-05-08-D044,2026-05-08,D044,22.1,0
2026-05-08-D045,2026-05-08,D045,23.0,0
2026-05-08-D046,2026-05-08,D046,38.2,0
2026-05-08-D047,2026-05-08,D047,22.8,0
2026-05-08-D048,2026-05-08,D048,71.5,0
2026-05-08-D049,2026-05-08,D049,21.0,0
2026-05-08-D050,2026-05-08,D050,24.7,1
2026-05-08-D051,2026-05-08,D051,75.7,0
2026-05-08-D052,2026-05-08,D052,38.8,0
2026-05-08-D053,2026-05-08,D053,51.4,0
2026-05-08-D054,2026-05-08,D054,9.6,0
2026-05-08-D055,2026-05-08,D055,34.6,0
2026-05-08-D056,2026-05-08,D056,51.5,0
2026-05-08-D057,2026-05-08,D057,32.2,0
2026-05-08-D058,2026-05-08,D058,48.6,0
2026-05-08-D059,2026-05-08,D059,18.6,0
2026-05-08-D060,2026-05-08,D060,53.9,0
2026-05-08-D061,2026-05-08,D061,44.1,0
2026-05-08-D062,2026-05-08,D062,32.0,0
2026-05-08-D063,2026-05-08,D063,42.9,0
2026-05-08-D064,2026-05-08,D064,61.6,0
2026-05-08-D065,2026-05-08,D065,66.9,0
2026-05-08-D066,2026-05-08,D066,42.1,0
2026-05-08-D067,2026-05-08,D067,39.2,0
2026-05-08-D068,2026-05-08,D068,28.7,0
2026-05-08-D069,2026-05-08,D069,18.7,0
2026-05-08-D070,2026-05-08,D070,49.0,0
2026-05-08-D071,2026-05-08,D071,18.8,0
2026-05-08-D072,2026-05-08,D072,37.3,0
2026-05-08-D073,2026-05-08,D073,24.8,0
2026-05-08-D074,2026-05-08,D074,13.7,0
2026-05-08-D075,2026-05-08,D075,37.8,0
2026-05-08-D076,2026-05-08,D076,38.7,0
2026-05-08-D077,2026-05-08,D077,20.8,0
2026-05-08-D078,2026-05-08,D078,37.7,0
2026-05-08-D079,2026-05-08,D079,23.9,0
2026-05-08-D080,2026-05-08,D080,40.6,0
2026-05-08-D081,2026-05-08,D081,20.4,0
2026-05-08-D082,2026-05-08,D082,36.0,0
2026-05-08-D083,2026-05-08,D083,40.0,0
2026-05-08-D084,2026-05-08,D084,67.0,1
2026-05-08-D085,2026-05-08,D085,25.6,0
2026-05-08-D086,2026-05-08,D086,14.3,0
2026-05-08-D087,2026-05-08,D087,26.2,0
2026-05-08-D088,2026-05-08,D088,19.3,0
2026-05-08-D089,2026-05-08,D089,54.2,0
2026-05-08-D090,2026-05-08,D090,16.3,0
2026-05-09-D001,2026-05-09,D001,85.6,0
2026-05-09-D002,2026-05-09,D002,41.0,0
2026-05-09-D003,2026-05-09,D003,60.2,1
2026-05-09-D004,2026-05-09,D004,67.5,0
2026-05-09-D005,2026-05-09,D005,10.8,0
2026-05-09-D006,2026-05-09,D006,6.5,0
2026-05-09-D007,2026-05-09,D007,30.1,0
2026-05-09-D008,2026-05-09,D008,7.5,0
2026-05-09-D009,2026-05-09,D009,56.0,0
2026-05-09-D010,2026-05-09,D010,26.4,0
2026-05-09-D011,2026-05-09,D011,16.3,0
2026-05-09-D012,2026-05-09,D012,19.6,0
2026-05-09-D013,2026-05-09,D013,42.0,0
2026-05-09-D014,2026-05-09,D014,51.4,0
2026-05-09-D015,2026-05-09,D015,26.9,0
2026-05-09-D016,2026-05-09,D016,44.1,0
2026-05-09-D017,2026-05-09,D017,29.2,0
2026-05-09-D018,2026-05-09,D018,18.1,0
2026-05-09-D019,2026-05-09,D019,65.5,0
2026-05-09-D020,2026-05-09,D020,60.8,0
2026-05-09-D021,2026-05-09,D021,55.2,0
2026-05-09-D022,2026-05-09,D022,16.7,0
2026-05-09-D023,2026-05-09,D023,66.9,0
2026-05-09-D024,2026-05-09,D024,61.8,0
2026-05-09-D025,2026-05-09,D025,60.3,0
2026-05-09-D026,2026-05-09,D026,50.4,0
2026-05-09-D027,2026-05-09,D027,20.3,0
2026-05-09-D028,2026-05-09,D028,47.5,0
2026-05-09-D029,2026-05-09,D029,50.0,0
2026-05-09-D030,2026-05-09,D030,21.5,0
2026-05-09-D031,2026-05-09,D031,39.8,0
2026-05-09-D032,2026-05-09,D032,45.1,0
2026-05-09-D033,2026-05-09,D033,51.9,0
2026-05-09-D034,2026-05-09,D034,58.9,0
2026-05-09-D035,2026-05-09,D035,43.8,0
2026-05-09-D036,2026-05-09,D036,8.8,0
2026-05-09-D037,2026-05-09,D037,36.1,0
2026-05-09-D038,2026-05-09,D038,30.8,0
2026-05-09-D039,2026-05-09,D039,72.5,1
2026-05-09-D040,2026-05-09,D040,55.0,0
2026-05-09-D041,2026-05-09,D041,22.5,0
2026-05-09-D042,2026-05-09,D042,0.7,0
2026-05-09-D043,2026-05-09,D043,45.4,1
2026-05-09-D044,2026-05-09,D044,72.7,0
2026-05-09-D045,2026-05-09,D045,25.4,0
2026-05-09-D046,2026-05-09,D046,63.5,0
2026-05-09-D047,2026-05-09,D047,15.9,0
2026-05-09-D048,2026-05-09,D048,4.3,0
2026-05-09-D049,2026-05-09,D049,61.1,0
2026-05-09-D050,2026-05-09,D050,51.4,0
2026-05-09-D051,2026-05-09,D051,69.5,0
2026-05-09-D052,2026-05-09,D052,32.6,0
2026-05-09-D053,2026-05-09,D053,52.5,0
2026-05-09-D054,2026-05-09,D054,44.7,1
2026-05-09-D055,2026-05-09,D055,38.7,0
2026-05-09-D056,2026-05-09,D056,78.3,0
2026-05-09-D057,2026-05-09,D057,17.1,0
2026-05-09-D058,2026-05-09,D058,26.0,0
2026-05-09-D059,2026-05-09,D059,22.3,0
2026-05-09-D060,2026-05-09,D060,45.9,0
2026-05-09-D061,2026-05-09,D061,22.9,0
2026-05-09-D062,2026-05-09,D062,30.4,0
2026-05-09-D063,2026-05-09,D063,12.3,0
2026-05-09-D064,2026-05-09,D064,54.3,0
2026-05-09-D065,2026-05-09,D065,7.8,0
2026-05-09-D066,2026-05-09,D066,46.9,0
2026-05-09-D067,2026-05-09,D067,87.2,0
2026-05-09-D068,2026-05-09,D068,20.2,0
2026-05-09-D069,2026-05-09,D069,59.1,0
2026-05-09-D070,2026-05-09,D070,77.0,0
2026-05-09-D071,2026-05-09,D071,45.9,0
2026-05-09-D072,2026-05-09,D072,29.0,0
2026-05-09-D073,2026-05-09,D073,23.9,0
2026-05-09-D074,2026-05-09,D074,20.3,0
2026-05-09-D075,2026-05-09,D075,18.3,0
2026-05-09-D076,2026-05-09,D076,88.4,0
2026-05-09-D077,2026-05-09,D077,19.3,0
2026-05-09-D078,2026-05-09,D078,12.9,0
2026-05-09-D079,2026-05-09,D079,12.5,0
2026-05-09-D080,2026-05-09,D080,46.0,0
2026-05-09-D081,2026-05-09,D081,28.9,0
2026-05-09-D082,2026-05-09,D082,45.2,0
2026-05-09-D083,2026-05-09,D083,50.2,0
2026-05-09-D084,2026-05-09,D084,22.8,0
2026-05-09-D085,2026-05-09,D085,42.2,0
2026-05-09-D086,2026-05-09,D086,76.4,0
