person_id,team,assigned_arm,metric,value
E01-19,T01,tool,escalations,6
E01-19,T01,tool,confidence_score,64.01152
E01-19,T01,tool,workload_score,50.80883
E01-20,T01,tool,handling_minutes,36.54912
E01-20,T01,tool,error_rate,0.10624
E01-20,T01,tool,quality_score,65.82819
E01-20,T01,tool,weekly_output,41
E01-20,T01,tool,fatigue_score,56.70153
E01-20,T01,tool,satisfaction,65.43017
E01-20,T01,tool,training_minutes,26.11801
E01-20,T01,tool,handoff_count,5
E01-20,T01,tool,rework_minutes,3.86355
E01-20,T01,tool,escalations,4
E01-20,T01,tool,confidence_score,81.30828
E01-20,T01,tool,workload_score,71.59581
E02-01,T02,usual,handling_minutes,56.3773
E02-01,T02,usual,error_rate,0.03376
E02-01,T02,usual,quality_score,72.7125
E02-01,T02,usual,weekly_output,32
E02-01,T02,usual,fatigue_score,58.78779
E02-01,T02,usual,satisfaction,65.9249
E02-01,T02,usual,training_minutes,26.10648
E02-01,T02,usual,handoff_count,4
E02-01,T02,usual,rework_minutes,9.04032
E02-01,T02,usual,escalations,0
E02-01,T02,usual,confidence_score,73.80035
E02-01,T02,usual,workload_score,51.33812
E02-02,T02,usual,handling_minutes,75.59205
E02-02,T02,usual,error_rate,0.06272
E02-02,T02,usual,quality_score,65.02454
E02-02,T02,usual,weekly_output,38
E02-02,T02,usual,fatigue_score,51.92144
E02-02,T02,usual,satisfaction,55.09592
E02-02,T02,usual,training_minutes,29.90074
E02-02,T02,usual,handoff_count,4
E02-02,T02,usual,rework_minutes,15.07234
E02-02,T02,usual,escalations,1
E02-02,T02,usual,confidence_score,67.012
E02-02,T02,usual,workload_score,42.02751
E02-03,T02,usual,handling_minutes,78.1506
E02-03,T02,usual,error_rate,0.09905
E02-03,T02,usual,quality_score,73.24757
E02-03,T02,usual,weekly_output,30
E02-03,T02,usual,fatigue_score,59.91745
E02-03,T02,usual,satisfaction,82.97096
E02-03,T02,usual,training_minutes,21.79518
E02-03,T02,usual,handoff_count,3
E02-03,T02,usual,rework_minutes,8.10877
E02-03,T02,usual,escalations,2
E02-03,T02,usual,confidence_score,81.13489
E02-03,T02,usual,workload_score,58.33613
E02-04,T02,usual,handling_minutes,56.41522
E02-04,T02,usual,error_rate,0.07361
E02-04,T02,usual,quality_score,80.53322
E02-04,T02,usual,weekly_output,28
E02-04,T02,usual,fatigue_score,49.9533
E02-04,T02,usual,satisfaction,71.00511
E02-04,T02,usual,training_minutes,15.76015
E02-04,T02,usual,handoff_count,3
E02-04,T02,usual,rework_minutes,6.03106
E02-04,T02,usual,escalations,2
E02-04,T02,usual,confidence_score,63.73312
E02-04,T02,usual,workload_score,49.46884
E02-05,T02,usual,handling_minutes,52.55747
E02-05,T02,usual,error_rate,0.03376
E02-05,T02,usual,quality_score,73.05485
E02-05,T02,usual,weekly_output,36
E02-05,T02,usual,fatigue_score,45.22313
E02-05,T02,usual,satisfaction,68.62156
E02-05,T02,usual,training_minutes,22.76917
E02-05,T02,usual,handoff_count,5
E02-05,T02,usual,rework_minutes,11.34189
E02-05,T02,usual,escalations,1
E02-05,T02,usual,confidence_score,57.81128
E02-05,T02,usual,workload_score,74.29176
E02-06,T02,usual,handling_minutes,60.33145
E02-06,T02,usual,error_rate,0.09675
E02-06,T02,usual,quality_score,84.53432
E02-06,T02,usual,weekly_output,24
E02-06,T02,usual,fatigue_score,53.14593
E02-06,T02,usual,satisfaction,48.09945
E02-06,T02,usual,training_minutes,18.36843
E02-06,T02,usual,handoff_count,5
E02-06,T02,usual,rework_minutes,5.69266
E02-06,T02,usual,escalations,3
E02-06,T02,usual,confidence_score,50.80478
E02-06,T02,usual,workload_score,57.62082
E02-07,T02,usual,handling_minutes,56.79317
E02-07,T02,usual,error_rate,0.0937
E02-07,T02,usual,quality_score,77.73989
E02-07,T02,usual,weekly_output,34
E02-07,T02,usual,fatigue_score,62.04339
E02-07,T02,usual,satisfaction,58.98285
E02-07,T02,usual,training_minutes,10.53905
E02-07,T02,usual,handoff_count,5
E02-07,T02,usual,rework_minutes,10.68186
E02-07,T02,usual,escalations,3
E02-07,T02,usual,confidence_score,55.28093
E02-07,T02,usual,workload_score,47.88954
E02-08,T02,usual,handling_minutes,55.2089
E02-08,T02,usual,error_rate,0.0469
E02-08,T02,usual,quality_score,69.4227
E02-08,T02,usual,weekly_output,37
E02-08,T02,usual,fatigue_score,47.84271
E02-08,T02,usual,satisfaction,67.75913
E02-08,T02,usual,training_minutes,20.40492
E02-08,T02,usual,handoff_count,2
E02-08,T02,usual,rework_minutes,7.58836
E02-08,T02,usual,escalations,2
E02-08,T02,usual,confidence_score,66.21172
E02-08,T02,usual,workload_score,52.66159
E02-09,T02,usual,handling_minutes,55.22928
E02-09,T02,usual,error_rate,0.09992
E02-09,T02,usual,quality_score,65.52742
E02-09,T02,usual,weekly_output,30
E02-09,T02,usual,fatigue_score,53.51378
E02-09,T02,usual,satisfaction,76.58588
E02-09,T02,usual,training_minutes,23.0155
E02-09,T02,usual,handoff_count,4
E02-09,T02,usual,rework_minutes,6.72634
E02-09,T02,usual,escalations,3
E02-09,T02,usual,confidence_score,78.20989
E02-09,T02,usual,workload_score,52.47732
E02-10,T02,usual,handling_minutes,71.38504
E02-10,T02,usual,error_rate,0.11366
E02-10,T02,usual,quality_score,88.03698
E02-10,T02,usual,weekly_output,30
E02-10,T02,usual,fatigue_score,63.69151
E02-10,T02,usual,satisfaction,64.13211
E02-10,T02,usual,training_minutes,38.54907
E02-10,T02,usual,handoff_count,3
E02-10,T02,usual,rework_minutes,20.82762
E02-10,T02,usual,escalations,0
E02-10,T02,usual,confidence_score,71.14727
E02-10,T02,usual,workload_score,45.08439
E02-11,T02,usual,handling_minutes,51.03989
E02-11,T02,usual,error_rate,0.07475
E02-11,T02,usual,quality_score,76.47534
E02-11,T02,usual,weekly_output,35
E02-11,T02,usual,fatigue_score,60.05668
E02-11,T02,usual,satisfaction,62.12338
E02-11,T02,usual,training_minutes,17.9927
E02-11,T02,usual,handoff_count,4
E02-11,T02,usual,rework_minutes,18.00181
E02-11,T02,usual,escalations,0
E02-11,T02,usual,confidence_score,73.09588
E02-11,T02,usual,workload_score,45.64782
E02-12,T02,usual,handling_minutes,69.69504
E02-12,T02,usual,error_rate,0.02581
E02-12,T02,usual,quality_score,88.71935
E02-12,T02,usual,weekly_output,30
E02-12,T02,usual,fatigue_score,47.66396
E02-12,T02,usual,satisfaction,73.24138
E02-12,T02,usual,training_minutes,32.72865
E02-12,T02,usual,handoff_count,6
E02-12,T02,usual,rework_minutes,14.69294
E02-12,T02,usual,escalations,3
E02-12,T02,usual,confidence_score,69.06042
E02-12,T02,usual,workload_score,49.70357
E02-13,T02,usual,handling_minutes,56.28836
E02-13,T02,usual,error_rate,0.07637
E02-13,T02,usual,quality_score,68.79139
E02-13,T02,usual,weekly_output,30
E02-13,T02,usual,fatigue_score,52.57028
E02-13,T02,usual,satisfaction,60.85673
E02-13,T02,usual,training_minutes,20.97364
E02-13,T02,usual,handoff_count,1
E02-13,T02,usual,rework_minutes,14.97668
E02-13,T02,usual,escalations,2
E02-13,T02,usual,confidence_score,63.03578
E02-13,T02,usual,workload_score,49.84455
E02-14,T02,usual,handling_minutes,60.41096
E02-14,T02,usual,error_rate,0.08561
E02-14,T02,usual,quality_score,80.37418
E02-14,T02,usual,weekly_output,26
E02-14,T02,usual,fatigue_score,38.61455
E02-14,T02,usual,satisfaction,75.30371
E02-14,T02,usual,training_minutes,24.72775
E02-14,T02,usual,handoff_count,4
E02-14,T02,usual,rework_minutes,11.88541
E02-14,T02,usual,escalations,1
E02-14,T02,usual,confidence_score,53.08782
E02-14,T02,usual,workload_score,42.04223
E02-15,T02,usual,handling_minutes,55.14956
E02-15,T02,usual,error_rate,0.04428
E02-15,T02,usual,quality_score,69.25502
E02-15,T02,usual,weekly_output,23
E02-15,T02,usual,fatigue_score,51.35726
E02-15,T02,usual,satisfaction,75.50525
E02-15,T02,usual,training_minutes,15.14922
E02-15,T02,usual,handoff_count,4
E02-15,T02,usual,rework_minutes,15.59414
E02-15,T02,usual,escalations,1
E02-15,T02,usual,confidence_score,49.62064
E02-15,T02,usual,workload_score,61.48892
E02-16,T02,usual,handling_minutes,64.63671
E02-16,T02,usual,error_rate,0.03054
E02-16,T02,usual,quality_score,72.32335
E02-16,T02,usual,weekly_output,34
E02-16,T02,usual,fatigue_score,37.75955
E02-16,T02,usual,satisfaction,82.48886
E02-16,T02,usual,training_minutes,26.78086
E02-16,T02,usual,handoff_count,5
E02-16,T02,usual,rework_minutes,10.02035
E02-16,T02,usual,escalations,2
E02-16,T02,usual,confidence_score,58.50569
E02-16,T02,usual,workload_score,41.78349
E02-17,T02,usual,handling_minutes,46.80867
E02-17,T02,usual,error_rate,0.07182
E02-17,T02,usual,quality_score,70.07554
E02-17,T02,usual,weekly_output,24
E02-17,T02,usual,fatigue_score,52.17122
E02-17,T02,usual,satisfaction,63.03219
E02-17,T02,usual,training_minutes,16.7157
E02-17,T02,usual,handoff_count,6
E02-17,T02,usual,rework_minutes,13.06661
E02-17,T02,usual,escalations,3
E02-17,T02,usual,confidence_score,68.34831
E02-17,T02,usual,workload_score,54.24099
E02-18,T02,usual,handling_minutes,67.00221
E02-18,T02,usual,error_rate,0.04267
E02-18,T02,usual,quality_score,82.92563
E02-18,T02,usual,weekly_output,23
E02-18,T02,usual,fatigue_score,56.2081
E02-18,T02,usual,satisfaction,46.53943
E02-18,T02,usual,training_minutes,16.19786
E02-18,T02,usual,handoff_count,2
E02-18,T02,usual,rework_minutes,11.26659
E02-18,T02,usual,escalations,3
E02-18,T02,usual,confidence_score,59.75971
E02-18,T02,usual,workload_score,51.82159
E02-19,T02,usual,handling_minutes,53.34903
E02-19,T02,usual,error_rate,0.01506
E02-19,T02,usual,quality_score,78.64335
E02-19,T02,usual,weekly_output,31
E02-19,T02,usual,fatigue_score,57.29269
E02-19,T02,usual,satisfaction,68.25803
E02-19,T02,usual,training_minutes,17.08465
E02-19,T02,usual,handoff_count,4
E02-19,T02,usual,rework_minutes,11.87228
E02-19,T02,usual,escalations,2
E02-19,T02,usual,confidence_score,53.58656
E02-19,T02,usual,workload_score,46.39045
E02-20,T02,usual,handling_minutes,73.39314
E02-20,T02,usual,error_rate,0.1443
E02-20,T02,usual,quality_score,75.97452
E02-20,T02,usual,weekly_output,21
E02-20,T02,usual,fatigue_score,51.33092
E02-20,T02,usual,satisfaction,76.48889
E02-20,T02,usual,training_minutes,19.80261
E02-20,T02,usual,handoff_count,3
E02-20,T02,usual,rework_minutes,12.5989
E02-20,T02,usual,escalations,2
E02-20,T02,usual,confidence_score,60.10519
E02-20,T02,usual,workload_score,57.67459
E03-01,T03,tool,handling_minutes,47.00683
E03-01,T03,tool,error_rate,0.07322
E03-01,T03,tool,quality_score,85.67632
E03-01,T03,tool,weekly_output,48
E03-01,T03,tool,fatigue_score,58.76522
E03-01,T03,tool,satisfaction,72.09774
E03-01,T03,tool,training_minutes,28.00572
E03-01,T03,tool,handoff_count,10
E03-01,T03,tool,rework_minutes,17.10334
E03-01,T03,tool,escalations,5
E03-01,T03,tool,confidence_score,71.48409
E03-01,T03,tool,workload_score,61.03288
E03-02,T03,tool,handling_minutes,44.69023
E03-02,T03,tool,error_rate,0.09535
E03-02,T03,tool,quality_score,82.22823
E03-02,T03,tool,weekly_output,34
E03-02,T03,tool,fatigue_score,46.97962
E03-02,T03,tool,satisfaction,64.0914
E03-02,T03,tool,training_minutes,27.85822
E03-02,T03,tool,handoff_count,10
E03-02,T03,tool,rework_minutes,10.98208
E03-02,T03,tool,escalations,5
E03-02,T03,tool,confidence_score,67.14944
E03-02,T03,tool,workload_score,48.81978
E03-03,T03,tool,handling_minutes,39.40421
E03-03,T03,tool,error_rate,0.05879
E03-03,T03,tool,quality_score,83.61941
E03-03,T03,tool,weekly_output,58
E03-03,T03,tool,fatigue_score,60.09307
E03-03,T03,tool,satisfaction,71.36423
E03-03,T03,tool,training_minutes,19.89126
E03-03,T03,tool,handoff_count,11
E03-03,T03,tool,rework_minutes,2.83139
E03-03,T03,tool,escalations,5
E03-03,T03,tool,confidence_score,69.34555
E03-03,T03,tool,workload_score,61.13077
E03-04,T03,tool,handling_minutes,41.79952
E03-04,T03,tool,error_rate,0.06139
E03-04,T03,tool,quality_score,81.92989
E03-04,T03,tool,weekly_output,28
E03-04,T03,tool,fatigue_score,56.25081
E03-04,T03,tool,satisfaction,65.25285
E03-04,T03,tool,training_minutes,29.40913
E03-04,T03,tool,handoff_count,8
E03-04,T03,tool,rework_minutes,12.05113
E03-04,T03,tool,escalations,4
E03-04,T03,tool,confidence_score,68.94713
E03-04,T03,tool,workload_score,58.44293
E03-05,T03,tool,handling_minutes,47.61912
E03-05,T03,tool,error_rate,0.07555
E03-05,T03,tool,quality_score,74.26177
E03-05,T03,tool,weekly_output,39
E03-05,T03,tool,fatigue_score,45.15872
E03-05,T03,tool,satisfaction,68.29044
E03-05,T03,tool,training_minutes,24.65498
E03-05,T03,tool,handoff_count,11
E03-05,T03,tool,rework_minutes,11.43411
E03-05,T03,tool,escalations,5
E03-05,T03,tool,confidence_score,54.80717
E03-05,T03,tool,workload_score,52.10586
E03-06,T03,tool,handling_minutes,44.58138
E03-06,T03,tool,error_rate,0.04847
E03-06,T03,tool,quality_score,88.19505
E03-06,T03,tool,weekly_output,36
E03-06,T03,tool,fatigue_score,64.19039
E03-06,T03,tool,satisfaction,76.9758
E03-06,T03,tool,training_minutes,21.58543
E03-06,T03,tool,handoff_count,9
E03-06,T03,tool,rework_minutes,6.94038
E03-06,T03,tool,escalations,8
E03-06,T03,tool,confidence_score,54.79498
E03-06,T03,tool,workload_score,60.29339
E03-07,T03,tool,handling_minutes,37.19904
E03-07,T03,tool,error_rate,0.05745
E03-07,T03,tool,quality_score,78.31951
E03-07,T03,tool,weekly_output,34
E03-07,T03,tool,fatigue_score,54.47586
E03-07,T03,tool,satisfaction,69.1136
E03-07,T03,tool,training_minutes,27.09222
E03-07,T03,tool,handoff_count,11
E03-07,T03,tool,rework_minutes,11.35441
E03-07,T03,tool,escalations,4
E03-07,T03,tool,confidence_score,50.79438
E03-07,T03,tool,workload_score,38.6629
E03-08,T03,tool,handling_minutes,37.52879
E03-08,T03,tool,error_rate,0.09423
E03-08,T03,tool,quality_score,85.72011
E03-08,T03,tool,weekly_output,37
E03-08,T03,tool,fatigue_score,61.26806
E03-08,T03,tool,satisfaction,65.25304
E03-08,T03,tool,training_minutes,10.79162
E03-08,T03,tool,handoff_count,11
E03-08,T03,tool,rework_minutes,14.42113
E03-08,T03,tool,escalations,6
E03-08,T03,tool,confidence_score,72.83409
E03-08,T03,tool,workload_score,53.12929
E03-09,T03,tool,handling_minutes,50.4106
E03-09,T03,tool,error_rate,0.10918
E03-09,T03,tool,quality_score,85.73599
E03-09,T03,tool,weekly_output,42
E03-09,T03,tool,fatigue_score,67.2522
E03-09,T03,tool,satisfaction,66.80376
E03-09,T03,tool,training_minutes,30.0318
E03-09,T03,tool,handoff_count,9
E03-09,T03,tool,rework_minutes,11.08775
E03-09,T03,tool,escalations,5
E03-09,T03,tool,confidence_score,55.69768
E03-09,T03,tool,workload_score,45.61158
E03-10,T03,tool,handling_minutes,31.54712
E03-10,T03,tool,error_rate,0.05212
E03-10,T03,tool,quality_score,98.82437
E03-10,T03,tool,weekly_output,27
E03-10,T03,tool,fatigue_score,47.65058
E03-10,T03,tool,satisfaction,56.18721
E03-10,T03,tool,training_minutes,26.33548
E03-10,T03,tool,handoff_count,8
E03-10,T03,tool,rework_minutes,9.28601
E03-10,T03,tool,escalations,6
E03-10,T03,tool,confidence_score,55.99755
E03-10,T03,tool,workload_score,61.15926
E03-11,T03,tool,handling_minutes,39.92025
E03-11,T03,tool,error_rate,0.02948
E03-11,T03,tool,quality_score,90.97007
E03-11,T03,tool,weekly_output,47
E03-11,T03,tool,fatigue_score,58.55512
E03-11,T03,tool,satisfaction,63.81049
E03-11,T03,tool,training_minutes,28.99421
E03-11,T03,tool,handoff_count,10
E03-11,T03,tool,rework_minutes,10.07048
E03-11,T03,tool,escalations,7
E03-11,T03,tool,confidence_score,58.47422
E03-11,T03,tool,workload_score,74.98324
E03-12,T03,tool,handling_minutes,39.65866
E03-12,T03,tool,error_rate,0.08778
E03-12,T03,tool,quality_score,80.96539
E03-12,T03,tool,weekly_output,41
E03-12,T03,tool,fatigue_score,55.55442
E03-12,T03,tool,satisfaction,79.47545
E03-12,T03,tool,training_minutes,27.12296
E03-12,T03,tool,handoff_count,10
E03-12,T03,tool,rework_minutes,9.48984
E03-12,T03,tool,escalations,7
E03-12,T03,tool,confidence_score,74.68928
E03-12,T03,tool,workload_score,38.03761
E03-13,T03,tool,handling_minutes,51.82212
E03-13,T03,tool,error_rate,0.06784
E03-13,T03,tool,quality_score,84.08636
E03-13,T03,tool,weekly_output,56
E03-13,T03,tool,fatigue_score,60.42624
E03-13,T03,tool,satisfaction,70.31154
E03-13,T03,tool,training_minutes,22.00097
E03-13,T03,tool,handoff_count,12
E03-13,T03,tool,rework_minutes,4.70438
E03-13,T03,tool,escalations,5
E03-13,T03,tool,confidence_score,71.94974
E03-13,T03,tool,workload_score,38.87303
E03-14,T03,tool,handling_minutes,43.12577
E03-14,T03,tool,error_rate,0.07015
E03-14,T03,tool,quality_score,85.35836
E03-14,T03,tool,weekly_output,35
E03-14,T03,tool,fatigue_score,48.82558
E03-14,T03,tool,satisfaction,87.66637
E03-14,T03,tool,training_minutes,27.55145
E03-14,T03,tool,handoff_count,10
E03-14,T03,tool,rework_minutes,14.14842
E03-14,T03,tool,escalations,7
E03-14,T03,tool,confidence_score,53.95112
E03-14,T03,tool,workload_score,42.91217
E03-15,T03,tool,handling_minutes,55.21947
E03-15,T03,tool,error_rate,0.10282
E03-15,T03,tool,quality_score,71.71687
E03-15,T03,tool,weekly_output,37
E03-15,T03,tool,fatigue_score,53.04633
E03-15,T03,tool,satisfaction,68.45881
E03-15,T03,tool,training_minutes,24.34997
E03-15,T03,tool,handoff_count,9
E03-15,T03,tool,rework_minutes,6.45455
E03-15,T03,tool,escalations,6
E03-15,T03,tool,confidence_score,75.54269
E03-15,T03,tool,workload_score,63.9448
E03-16,T03,tool,handling_minutes,37.85195
E03-16,T03,tool,error_rate,0.05927
