budget,stratum,person_id,inclusion_probability,design_weight
4500,north_late,P2-0584,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0589,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0593,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0595,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0600,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0603,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0606,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0607,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0609,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0613,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0615,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0626,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0628,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0630,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0632,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0633,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0636,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0638,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0639,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0644,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0645,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0649,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0654,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0657,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0658,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0664,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0665,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0672,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0673,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0675,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0677,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0680,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0681,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0682,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0684,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0688,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0690,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0691,0.2957142857142857,3.3816425120772946
4500,north_late,P2-0692,0.2957142857142857,3.3816425120772946
4500,central_early,P3-0001,0.21333333333333335,4.6875
4500,central_early,P3-0005,0.21333333333333335,4.6875
4500,central_early,P3-0010,0.21333333333333335,4.6875
4500,central_early,P3-0016,0.21333333333333335,4.6875
4500,central_early,P3-0017,0.21333333333333335,4.6875
4500,central_early,P3-0018,0.21333333333333335,4.6875
4500,central_early,P3-0019,0.21333333333333335,4.6875
4500,central_early,P3-0023,0.21333333333333335,4.6875
4500,central_early,P3-0027,0.21333333333333335,4.6875
4500,central_early,P3-0029,0.21333333333333335,4.6875
4500,central_early,P3-0030,0.21333333333333335,4.6875
4500,central_early,P3-0031,0.21333333333333335,4.6875
4500,central_early,P3-0041,0.21333333333333335,4.6875
4500,central_early,P3-0042,0.21333333333333335,4.6875
4500,central_early,P3-0047,0.21333333333333335,4.6875
4500,central_early,P3-0049,0.21333333333333335,4.6875
4500,central_early,P3-0061,0.21333333333333335,4.6875
4500,central_early,P3-0062,0.21333333333333335,4.6875
4500,central_early,P3-0064,0.21333333333333335,4.6875
4500,central_early,P3-0065,0.21333333333333335,4.6875
4500,central_early,P3-0073,0.21333333333333335,4.6875
4500,central_early,P3-0076,0.21333333333333335,4.6875
4500,central_early,P3-0077,0.21333333333333335,4.6875
4500,central_early,P3-0078,0.21333333333333335,4.6875
4500,central_early,P3-0085,0.21333333333333335,4.6875
4500,central_early,P3-0089,0.21333333333333335,4.6875
4500,central_early,P3-0090,0.21333333333333335,4.6875
4500,central_early,P3-0095,0.21333333333333335,4.6875
4500,central_early,P3-0098,0.21333333333333335,4.6875
4500,central_early,P3-0100,0.21333333333333335,4.6875
4500,central_early,P3-0101,0.21333333333333335,4.6875
4500,central_early,P3-0104,0.21333333333333335,4.6875
4500,central_early,P3-0105,0.21333333333333335,4.6875
4500,central_early,P3-0106,0.21333333333333335,4.6875
4500,central_early,P3-0107,0.21333333333333335,4.6875
4500,central_early,P3-0114,0.21333333333333335,4.6875
4500,central_early,P3-0121,0.21333333333333335,4.6875
4500,central_early,P3-0126,0.21333333333333335,4.6875
4500,central_early,P3-0142,0.21333333333333335,4.6875
4500,central_early,P3-0143,0.21333333333333335,4.6875
4500,central_early,P3-0144,0.21333333333333335,4.6875
4500,central_early,P3-0151,0.21333333333333335,4.6875
4500,central_early,P3-0152,0.21333333333333335,4.6875
4500,central_early,P3-0158,0.21333333333333335,4.6875
4500,central_early,P3-0164,0.21333333333333335,4.6875
4500,central_early,P3-0169,0.21333333333333335,4.6875
4500,central_early,P3-0175,0.21333333333333335,4.6875
4500,central_early,P3-0179,0.21333333333333335,4.6875
4500,central_early,P3-0180,0.21333333333333335,4.6875
4500,central_early,P3-0181,0.21333333333333335,4.6875
4500,central_early,P3-0183,0.21333333333333335,4.6875
4500,central_early,P3-0189,0.21333333333333335,4.6875
4500,central_early,P3-0196,0.21333333333333335,4.6875
4500,central_early,P3-0206,0.21333333333333335,4.6875
4500,central_early,P3-0211,0.21333333333333335,4.6875
4500,central_early,P3-0219,0.21333333333333335,4.6875
4500,central_early,P3-0223,0.21333333333333335,4.6875
4500,central_early,P3-0228,0.21333333333333335,4.6875
4500,central_early,P3-0231,0.21333333333333335,4.6875
4500,central_early,P3-0244,0.21333333333333335,4.6875
4500,central_early,P3-0245,0.21333333333333335,4.6875
4500,central_early,P3-0260,0.21333333333333335,4.6875
4500,central_early,P3-0266,0.21333333333333335,4.6875
4500,central_early,P3-0271,0.21333333333333335,4.6875
4500,central_early,P3-0275,0.21333333333333335,4.6875
4500,central_early,P3-0277,0.21333333333333335,4.6875
4500,central_early,P3-0279,0.21333333333333335,4.6875
4500,central_early,P3-0280,0.21333333333333335,4.6875
4500,central_early,P3-0301,0.21333333333333335,4.6875
4500,central_early,P3-0304,0.21333333333333335,4.6875
4500,central_early,P3-0306,0.21333333333333335,4.6875
4500,central_early,P3-0307,0.21333333333333335,4.6875
4500,central_early,P3-0322,0.21333333333333335,4.6875
4500,central_early,P3-0326,0.21333333333333335,4.6875
4500,central_early,P3-0336,0.21333333333333335,4.6875
4500,central_early,P3-0340,0.21333333333333335,4.6875
4500,central_early,P3-0348,0.21333333333333335,4.6875
4500,central_early,P3-0349,0.21333333333333335,4.6875
4500,central_early,P3-0353,0.21333333333333335,4.6875
4500,central_early,P3-0354,0.21333333333333335,4.6875
4500,central_early,P3-0367,0.21333333333333335,4.6875
4500,central_early,P3-0369,0.21333333333333335,4.6875
4500,central_early,P3-0371,0.21333333333333335,4.6875
4500,central_early,P3-0375,0.21333333333333335,4.6875
4500,central_early,P3-0379,0.21333333333333335,4.6875
4500,central_early,P3-0383,0.21333333333333335,4.6875
4500,central_early,P3-0384,0.21333333333333335,4.6875
4500,central_early,P3-0386,0.21333333333333335,4.6875
4500,central_early,P3-0387,0.21333333333333335,4.6875
4500,central_early,P3-0388,0.21333333333333335,4.6875
4500,central_early,P3-0403,0.21333333333333335,4.6875
4500,central_early,P3-0408,0.21333333333333335,4.6875
4500,central_early,P3-0417,0.21333333333333335,4.6875
4500,central_early,P3-0418,0.21333333333333335,4.6875
4500,central_early,P3-0419,0.21333333333333335,4.6875
4500,central_early,P3-0426,0.21333333333333335,4.6875
4500,central_early,P3-0433,0.21333333333333335,4.6875
4500,central_early,P3-0434,0.21333333333333335,4.6875
4500,central_early,P3-0444,0.21333333333333335,4.6875
4500,central_early,P3-0447,0.21333333333333335,4.6875
4500,central_early,P3-0457,0.21333333333333335,4.6875
4500,central_early,P3-0460,0.21333333333333335,4.6875
4500,central_early,P3-0472,0.21333333333333335,4.6875
4500,central_early,P3-0480,0.21333333333333335,4.6875
4500,central_early,P3-0487,0.21333333333333335,4.6875
4500,central_early,P3-0490,0.21333333333333335,4.6875
4500,central_early,P3-0492,0.21333333333333335,4.6875
4500,central_early,P3-0493,0.21333333333333335,4.6875
4500,central_early,P3-0496,0.21333333333333335,4.6875
4500,central_early,P3-0504,0.21333333333333335,4.6875
4500,central_early,P3-0508,0.21333333333333335,4.6875
4500,central_early,P3-0510,0.21333333333333335,4.6875
4500,central_early,P3-0527,0.21333333333333335,4.6875
4500,central_early,P3-0534,0.21333333333333335,4.6875
4500,central_early,P3-0548,0.21333333333333335,4.6875
4500,central_early,P3-0551,0.21333333333333335,4.6875
4500,central_early,P3-0569,0.21333333333333335,4.6875
4500,central_early,P3-0571,0.21333333333333335,4.6875
4500,central_early,P3-0573,0.21333333333333335,4.6875
4500,central_early,P3-0575,0.21333333333333335,4.6875
4500,central_early,P3-0577,0.21333333333333335,4.6875
4500,central_early,P3-0579,0.21333333333333335,4.6875
4500,central_early,P3-0583,0.21333333333333335,4.6875
4500,central_early,P3-0586,0.21333333333333335,4.6875
4500,central_early,P3-0588,0.21333333333333335,4.6875
4500,central_early,P3-0590,0.21333333333333335,4.6875
4500,central_early,P3-0595,0.21333333333333335,4.6875
4500,central_early,P3-0596,0.21333333333333335,4.6875
4500,central_late,P4-0005,0.24875,4.0201005025125625
4500,central_late,P4-0009,0.24875,4.0201005025125625
4500,central_late,P4-0011,0.24875,4.0201005025125625
4500,central_late,P4-0013,0.24875,4.0201005025125625
4500,central_late,P4-0021,0.24875,4.0201005025125625
4500,central_late,P4-0025,0.24875,4.0201005025125625
4500,central_late,P4-0027,0.24875,4.0201005025125625
4500,central_late,P4-0034,0.24875,4.0201005025125625
4500,central_late,P4-0037,0.24875,4.0201005025125625
4500,central_late,P4-0049,0.24875,4.0201005025125625
4500,central_late,P4-0056,0.24875,4.0201005025125625
4500,central_late,P4-0062,0.24875,4.0201005025125625
4500,central_late,P4-0065,0.24875,4.0201005025125625
4500,central_late,P4-0066,0.24875,4.0201005025125625
4500,central_late,P4-0076,0.24875,4.0201005025125625
4500,central_late,P4-0077,0.24875,4.0201005025125625
4500,central_late,P4-0085,0.24875,4.0201005025125625
4500,central_late,P4-0087,0.24875,4.0201005025125625
4500,central_late,P4-0091,0.24875,4.0201005025125625
4500,central_late,P4-0096,0.24875,4.0201005025125625
4500,central_late,P4-0099,0.24875,4.0201005025125625
4500,central_late,P4-0104,0.24875,4.0201005025125625
4500,central_late,P4-0117,0.24875,4.0201005025125625
4500,central_late,P4-0119,0.24875,4.0201005025125625
4500,central_late,P4-0120,0.24875,4.0201005025125625
4500,central_late,P4-0123,0.24875,4.0201005025125625
4500,central_late,P4-0124,0.24875,4.0201005025125625
4500,central_late,P4-0128,0.24875,4.0201005025125625
4500,central_late,P4-0129,0.24875,4.0201005025125625
4500,central_late,P4-0131,0.24875,4.0201005025125625
4500,central_late,P4-0132,0.24875,4.0201005025125625
4500,central_late,P4-0133,0.24875,4.0201005025125625
4500,central_late,P4-0134,0.24875,4.0201005025125625
4500,central_late,P4-0135,0.24875,4.0201005025125625
4500,central_late,P4-0136,0.24875,4.0201005025125625
4500,central_late,P4-0139,0.24875,4.0201005025125625
4500,central_late,P4-0141,0.24875,4.0201005025125625
4500,central_late,P4-0142,0.24875,4.0201005025125625
4500,central_late,P4-0145,0.24875,4.0201005025125625
4500,central_late,P4-0148,0.24875,4.0201005025125625
4500,central_late,P4-0159,0.24875,4.0201005025125625
4500,central_late,P4-0162,0.24875,4.0201005025125625
4500,central_late,P4-0170,0.24875,4.0201005025125625
4500,central_late,P4-0174,0.24875,4.0201005025125625
4500,central_late,P4-0177,0.24875,4.0201005025125625
4500,central_late,P4-0180,0.24875,4.0201005025125625
4500,central_late,P4-0193,0.24875,4.0201005025125625
4500,central_late,P4-0199,0.24875,4.0201005025125625
4500,central_late,P4-0204,0.24875,4.0201005025125625
4500,central_late,P4-0206,0.24875,4.0201005025125625
4500,central_late,P4-0213,0.24875,4.0201005025125625
4500,central_late,P4-0215,0.24875,4.0201005025125625
4500,central_late,P4-0220,0.24875,4.0201005025125625
